Directory,rmsT,rmsW,TBDrms
s9508,4.5222036037506e-15,2.8567613397661015e-08,1.2918856425745657e-22
s17410,6.2478301956507136e-15,1.455535687186029e-08,9.093939817248083e-23
s1948,8.090819754676553e-15,2.7470141347144498e-08,2.222559622752339e-22
s1910,1.1014920520538261e-14,2.143961977942051e-08,2.36155707860877e-22
s1755,1.095584966508466e-14,2.6394021677978437e-08,2.891689335609173e-22
s13593,5.323389171431641e-15,1.7151788638339238e-08,9.130564590801935e-23
s14063,1.1059495371090127e-14,2.6566573981855905e-08,2.9381290197805877e-22
s13126,5.775845844652099e-15,1.5502465242655055e-08,8.95398494536528e-23
s4599,2.8508713254262316e-14,4.726891154921359e-08,1.3475758451976185e-21
s17084,1.2703692613756748e-14,2.9085135978625702e-08,3.69488627101778e-22
s19785,6.241100948266473e-15,7.769840806148018e-09,4.8492360823129935e-23
s10589,6.304138763918947e-15,9.739716952035804e-09,6.14005271869274e-23
s5081,5.4696723126173505e-15,2.8430698551066184e-08,1.5550660469313693e-22
s17190,8.253794709001859e-15,2.1697994282345775e-08,1.7909079040357815e-22
s16686,1.9510330726567217e-14,4.768507547909938e-08,9.303515933185496e-22
s17751,7.525108933510583e-15,2.4199077792741056e-08,1.8210069648087328e-22
s15335,1.414294436400225e-14,2.154466668917108e-08,3.0470502232591915e-22
s5157,7.975051304986599e-15,3.119894533163746e-08,2.4881318968128086e-22
s17747,6.112534315986291e-15,2.3029425686471083e-08,1.4076815478601063e-22
s3795,4.8363266593911824e-15,1.1678323102577979e-08,5.648018535798183e-23
s17789,1.5823836066001145e-14,4.434210916665808e-08,7.016622662739241e-22
s3746,6.22086154814665e-15,1.201781568630649e-08,7.476116749565768e-23
s17152,5.55850649778343e-15,8.404518228796981e-09,4.6716569185507305e-23
s4007,5.012096134872813e-15,2.5015984952983496e-08,1.2538252149288504e-22
s3798,5.032505905894023e-15,1.0738589923260684e-08,5.404201720978344e-23
s5092,6.483363804794822e-15,1.4483070309288796e-08,9.389901382554152e-23
s11418,7.319833172502381e-15,1.7400991552164597e-08,1.273723551979681e-22
s16930,1.073239310741869e-14,4.314050138804705e-09,4.630008197476626e-23
s7782,7.69529894879593e-15,6.057001953158041e-09,4.661044076299197e-23
s16018,9.912588620305461e-15,2.8758761651383242e-08,2.850737734795786e-22
s11253,1.077208219213787e-14,2.2877094674743382e-08,2.464339441536553e-22
s7977,2.2519634230522238e-14,2.7721258076580186e-08,6.242725922944962e-22
s4380,9.363788998680928e-15,3.056408789436135e-08,2.8619566997993775e-22
s15252,7.252470757054538e-15,1.4628916904260205e-08,1.0609579205552793e-22
s10745,5.648372048806742e-15,2.8090627617360606e-08,1.5866631586733836e-22
s18512,1.1886939783598757e-14,3.376193259718657e-08,4.0132605976067676e-22
s194,5.5845646236676795e-15,8.622738118928471e-09,4.8154238258118735e-23
s6649,4.680856238332191e-15,2.1423942313607684e-08,1.0028239402831952e-22
s2848,8.640440400257539e-15,2.4283612453767484e-08,2.0982110610972969e-22
s4251,5.3299736003567665e-15,2.1149519470745492e-08,1.127263804393049e-22
s12201,2.5141240614220873e-14,2.2215752965643307e-08,5.585315907353293e-22
s15921,9.41681238488463e-15,1.7445808751553267e-08,1.6428390791595549e-22
s11647,8.744546425271853e-15,3.4997867503012634e-08,3.0604047716560706e-22
s15952,1.493713732401343e-14,1.771270473934419e-08,2.6457710307128766e-22
s3841,7.283584838036643e-15,3.127280357832842e-08,2.2777811798601095e-22
s19854,4.678028395153067e-15,2.3136052256683894e-08,1.0823110940851246e-22
s3196,7.855084098718045e-15,1.595624671440987e-08,1.25337659841583e-22
s11156,5.3887724594156566e-15,1.9530591498021435e-08,1.0524591358063548e-22
s3349,2.351810143184269e-14,1.1088237005892573e-08,2.607742826048932e-22
s7156,8.483939942462e-15,2.1714024176934108e-08,1.8422047702627683e-22
s2361,1.9171376857643038e-14,1.5395708597652803e-08,2.951569315160569e-22
s4706,5.170495968896539e-15,1.1307039004082413e-08,5.846299959076405e-23
s14939,1.0503316927275808e-14,4.612462015158017e-09,4.8446150360225886e-23
s4488,7.06360286725928e-15,2.730414837935267e-08,1.9286566078046836e-22
s13282,4.6506236894500085e-15,2.7392484527618348e-08,1.273921374570347e-22
s19622,7.978849638886335e-15,2.135178852256431e-08,1.7036271014283965e-22
s7412,1.829516419577205e-14,2.4441317365494964e-08,4.471579143627052e-22
s3135,6.936910265834613e-15,4.3967995285475027e-08,3.050020378639796e-22
s2036,1.9202755689474783e-14,1.3642644389478409e-08,2.6197636716953773e-22
s14940,5.7823336077228784e-15,1.8700314897247968e-08,1.0813145930535773e-22
s3975,5.091001701561351e-15,2.51055939379607e-08,1.2781262145686626e-22
s5654,7.608481058272417e-15,2.0670765151556652e-08,1.5727312511561637e-22
s12063,9.166158507050194e-15,5.407337981744926e-09,4.9564517041866877e-23
s10971,1.75393276456097e-14,5.3582852055805366e-08,9.398071983930015e-22
s5958,1.3634785886696185e-14,1.4477632290313383e-08,1.9739941642474188e-22
s5429,1.0179995569830685e-14,4.988042082563061e-08,5.077824630262099e-22
s3856,5.275554037252693e-15,1.1540412693714897e-08,6.088207077788985e-23
s9860,4.796178133470005e-15,2.5962653731644915e-08,1.2452151211456878e-22
s10369,4.967174408752822e-15,9.10280701902785e-09,4.521523007273069e-23
s3729,9.694267189761953e-15,1.7602888204898775e-08,1.7064710156979788e-22
s9218,5.334262185165364e-15,8.226290941387744e-09,4.3881192692813026e-23
s10248,1.3608210941651233e-14,1.4497224946020655e-08,1.9728129513401748e-22
s10791,2.7318791781817075e-14,2.2893492161878984e-08,6.254225455290332e-22
s11387,5.441091409463828e-15,1.9602720946927527e-08,1.06660196546444e-22
s17738,1.1068238765373681e-14,5.879117918805919e-08,6.507148085513072e-22
s17544,6.351064875191711e-15,1.8072562205503377e-08,1.1478001502808974e-22
s3491,1.155788905247861e-14,1.6130847327441856e-08,1.8643854373304407e-22
s17913,7.513515687393727e-15,3.6476553676446715e-08,2.740671582700417e-22
s19433,1.498696455703592e-14,2.57843036862687e-08,3.8642844547395963e-22
s5026,4.757311156758828e-15,1.0073492044992809e-08,4.7922736093165595e-23
s19445,1.761700528148907e-14,1.9663828613631644e-08,3.464177725406446e-22
s9199,1.8693242387958313e-14,1.4859016239721757e-08,2.777631922157277e-22
s372,1.1514916514391134e-14,3.816165165720578e-08,4.394282328840007e-22
s3817,4.713810264402227e-15,3.6865480894174044e-08,1.737768822410818e-22
s19089,1.7879585566379632e-14,3.9489369976519243e-08,7.060535694575987e-22
s13630,7.911017015151129e-15,4.050056761337336e-08,3.204006795126754e-22
s15738,2.6271076150656397e-14,3.431659079997694e-08,9.01533770137109e-22
s11694,6.246885351442261e-15,7.202277058116232e-09,4.499179905137495e-23
s4390,1.375698552400322e-14,2.7725411880363717e-08,3.814180898851905e-22
s12126,6.544574676933247e-15,4.373329776786234e-08,2.8621583311033312e-22
s18321,6.929946914286574e-15,4.8773787127739926e-08,3.3799975560395153e-22
s14358,1.0390011180211292e-14,4.451621761531167e-08,4.625239987238071e-22
s10562,5.0779259614885505e-15,1.4055429823256817e-08,7.137243199939623e-23
s286,7.644430906619687e-15,3.983714299794381e-08,3.0453228716490974e-22
s14935,5.048654898684388e-15,2.0410472858029093e-08,1.0304543377915332e-22
s10955,8.948550693551698e-15,5.23985138927925e-09,4.688907578364266e-23
s13809,6.785747945785065e-15,3.151259269483492e-08,2.1383651114533747e-22
s9462,8.624459560941536e-15,5.324314411049345e-09,4.591933432783333e-23
s17754,1.2251559448182731e-14,8.407819846990275e-08,1.0300890468501198e-21
s10189,5.559788801923213e-15,1.8449185184275847e-08,1.025735731921445e-22
s17749,6.4642738763501154e-15,8.284335171905526e-09,5.355221143467733e-23
s991,1.2674411155343198e-14,1.926897196098698e-08,2.442228731743287e-22
s12415,7.149414156479743e-15,2.4151047721184935e-08,1.7266584247165741e-22
s4440,1.663792085301363e-14,2.2117885701821212e-08,3.6799563174290315e-22
s10005,5.493401094548281e-15,1.573851067644798e-08,8.645795177655915e-23
s11550,4.942822554396114e-15,1.1725014760322198e-08,5.795466740794791e-23
s3747,2.7424608162610096e-14,4.203101672110141e-08,1.1526841642523192e-21
s7667,6.647870258405273e-15,7.549428362792094e-09,5.018762028096677e-23
s15185,9.70235660700975e-15,1.928930917304826e-08,1.8715175629977853e-22
s15283,2.0048306981053113e-14,1.9403771157408284e-08,3.8901276075382554e-22
s8044,6.899711984636154e-15,2.3372138788517724e-08,1.6126102610571527e-22
s7613,4.787632271568231e-15,2.0313600599137238e-08,9.725404978017719e-23
s3104,1.1762001282242375e-14,2.219792376239425e-08,2.6109200775639965e-22
s14944,1.0201978647686985e-14,4.8484643454500716e-08,4.946392972635329e-22
s15679,5.743609756312387e-15,2.4529682484372753e-08,1.4088892363648842e-22
s7158,9.522370484195791e-15,2.778884131972956e-08,2.646156423729932e-22
s5419,7.884563890758091e-15,2.0095434681260468e-08,1.5844373865695412e-22
s6211,9.57611834884721e-15,4.272495707730322e-08,4.0913924542167284e-22
s1652,7.203451425418719e-15,1.6503521102018027e-08,1.1888231260675967e-22
s12531,7.479399525919599e-15,5.309929939432447e-08,3.971508747165733e-22
s7684,6.8366273705924145e-15,7.457554370644649e-09,5.098452032803029e-23
s528,7.274059253539939e-15,3.5008032753624267e-08,2.5465050459972987e-22
s4037,6.585963973657288e-15,2.5737290447284404e-08,1.6950486766536896e-22
s8739,5.960918001883629e-15,8.661191396390072e-09,5.1628651712501184e-23
s17965,5.414585521210386e-15,9.585091356287638e-09,5.1899296877233865e-23
s246,2.4597544718908426e-14,1.5177230857502064e-08,3.733226147266039e-22
s19747,1.2674210952591856e-14,2.5632634862946193e-08,3.248734215237405e-22
s498,5.299233717045359e-15,2.408363694549077e-08,1.27624820930624e-22
s6286,8.758568176724023e-15,2.611087352802615e-08,2.286938659490355e-22
s10697,9.00841869073613e-15,2.0883016404080394e-08,1.8812295529346702e-22
s15059,1.0397633856661383e-14,2.640572369977468e-08,2.7455704675042307e-22
s12250,1.268368001831099e-14,2.708357552099419e-08,3.4351940566005066e-22
s175,1.6130213633628764e-14,2.4651028544165202e-08,3.9762635670606537e-22
s4051,1.436391133750084e-14,2.6024809836926026e-08,3.738180610729251e-22
s3925,1.2019945825420752e-14,4.053083901054465e-08,4.871784891655967e-22
s600,4.664316616978564e-15,1.8984627946648516e-08,8.85503155987083e-23
s17648,8.384376506265718e-15,5.0823852972739226e-08,4.261263188225378e-22
s8998,1.4316287924193422e-14,3.4662075542442424e-08,4.962322535157487e-22
s4036,5.116663460794106e-15,1.4277328759965014e-08,7.305228638385781e-23
s15633,1.5463658156384476e-14,1.6327910345681323e-08,2.5248922399370947e-22
s10021,1.619681523060188e-14,3.786328764704281e-08,6.132646740422831e-22
s10494,8.685856411696707e-15,2.971283526452567e-08,2.580814206920683e-22
s14563,5.615220820958152e-15,2.8263207528314993e-08,1.5870415138005552e-22
s6549,1.3128558165370402e-14,2.039549249656923e-08,2.6776340955258474e-22
s18246,4.989526647561594e-15,2.767005597059487e-08,1.380604816048039e-22
s8001,4.604542147909596e-15,3.245818416369367e-08,1.4945507702633928e-22
s4337,5.5814701633564654e-15,9.158334478951447e-09,5.1116970640306285e-23
s10684,2.007595795217983e-14,6.400368473449669e-08,1.2849352835143296e-21
s1830,5.0300970774292096e-15,1.514714562684361e-08,7.619161294898067e-23
s16311,1.0313150443753908e-14,2.829078400156385e-08,2.9176711157987417e-22
s14092,7.492550847381041e-15,6.386247359534873e-09,4.784928306526795e-23
s593,1.0366313928205045e-14,4.085051888779496e-08,4.2346930292095213e-22
s5767,1.1331228635878748e-14,5.5898353044171635e-08,6.333970187125776e-22
s2148,1.4548817316355996e-14,2.579055355796474e-08,3.7522205220252415e-22
s2084,5.3853397319076945e-15,2.2062320063884233e-08,1.1881308881810006e-22
s14487,1.3116604853052555e-14,3.4734385446141715e-08,4.555972087106605e-22
s5435,6.440359646211989e-15,2.9685845332647135e-08,1.9118752034407113e-22
s11204,9.771111610973638e-15,2.595253920821413e-08,2.5358515719162967e-22
s8711,1.5210587349887536e-14,3.8707054559479285e-08,5.8875703443382225e-22
s2869,1.6500669339352524e-14,1.6434812512061186e-08,2.7118540691577526e-22
s2551,1.030571365416822e-14,2.9922337639191305e-08,3.083710435728455e-22
s12308,6.489428347954131e-15,7.434879473035974e-09,4.8248117615941917e-23
s3784,4.5510715385282385e-15,3.4733272148444064e-08,1.5807360631473935e-22
s15169,1.4134159442046475e-14,4.177395040076462e-08,5.904396754885484e-22
s16952,1.0920556821845493e-14,2.370894300992466e-08,2.5891485932577874e-22
s14799,9.337168734583403e-15,2.6706827010595002e-08,2.493661501632552e-22
s3146,2.4357393612851253e-14,2.6169007102233866e-08,6.374088064466103e-22
s19286,7.163974793751883e-15,2.5588135029018165e-08,1.8331275436700574e-22
s18619,1.2447019714951506e-14,2.4341370155338082e-08,3.0297751421242534e-22
s3315,6.031962560817819e-15,4.120847805605203e-08,2.485679968223885e-22
s14627,1.5693851349386484e-14,1.7339121362798078e-08,2.721175931967246e-22
s19573,9.410337389836179e-15,2.564543989201489e-08,2.4133224189462404e-22
s10406,8.23087092107063e-15,6.046410966481956e-09,4.97672282008589e-23
s8269,6.9537479021359594e-15,1.77055293073022e-08,1.2311978727685942e-22
s6470,2.225070078030816e-14,1.1213021415509145e-08,2.4949758435968142e-22
s234,5.507297372691426e-15,2.956929143733774e-08,1.628468810451972e-22
s11713,6.180149432685457e-15,2.8313947070587525e-08,1.7498442392537755e-22
s18918,8.035965098234891e-15,3.068805108763523e-08,2.46608107473086e-22
s16816,7.302936577484424e-15,3.427001641689639e-08,2.5027175640194436e-22
s11573,1.5956899684098857e-14,5.460464019612722e-08,8.71320765895914e-22
s12532,5.149142811315421e-15,2.1095885563951908e-08,1.0862572749995574e-22
s608,7.520084826829913e-15,2.5709765746662333e-08,1.9333961929282684e-22
s9274,5.50620745860861e-15,1.0108517178263214e-08,5.565959268242617e-23
s15251,1.2359442624058492e-14,3.229579979904025e-08,3.9915808461431774e-22
s10161,6.84517264697936e-15,7.649306209773977e-09,5.2360821635514193e-23
s2027,5.952401373867769e-15,1.5475560485214963e-08,9.21167474935673e-23
s180,1.0078989281104282e-14,1.7960637484175075e-08,1.8102507268480036e-22
s11551,2.4157266375568468e-14,2.5092515015633772e-08,6.0616656926561665e-22
s19548,1.1720489486004534e-14,1.6361667848510657e-08,1.917667559919676e-22
s9234,7.202957487016406e-15,2.6804292837124664e-08,1.9307018177534732e-22
s4852,7.687025515946117e-15,3.421822499912645e-08,2.6303636867867033e-22
s12826,1.24458464743269e-14,2.8890840015660685e-08,3.5957095934925308e-22
s87,5.25887897702664e-15,2.8397656996321412e-08,1.4933984137476814e-22
s10885,5.161667422977317e-15,2.217873835959599e-08,1.14479271273464e-22
s475,4.900370087775027e-15,4.720233393400823e-08,2.31308905283382e-22
s9893,5.169592663413795e-15,2.3470503337623583e-08,1.2133294186080785e-22
s17591,1.4777684217026302e-14,2.1900308131174182e-08,3.236358378180655e-22
s17638,1.2606582311210988e-14,1.494713049771386e-08,1.8843223093584184e-22
s14779,7.628361709838903e-15,1.4109646347951695e-08,1.0763348594008304e-22
s2604,1.786820549789061e-14,4.686731323761101e-08,8.3743478406364235e-22
s16036,1.8065709661705702e-14,3.4725272853101835e-08,6.273366972876485e-22
s3392,9.446184458499647e-15,2.415736264367039e-08,2.281949035629792e-22
s14271,1.0909554676267218e-14,3.097390979068763e-08,3.379115623992752e-22
s5736,6.081331127416342e-15,2.1898544212643615e-08,1.331722985654526e-22
s17764,1.5522720393280845e-14,2.550230105940976e-08,3.958650887304876e-22
s17954,5.073573233713913e-15,1.8026636565534735e-08,9.145946077278554e-23
s6679,1.2521157584350454e-14,3.191084372520741e-08,3.995607029329028e-22
s11637,6.611042873778483e-15,2.4689459365631378e-08,1.6322307439660076e-22
s580,1.1506338823161298e-14,3.8404153976002756e-08,4.418912078647448e-22
s1570,8.758990323490142e-15,6.297816679554526e-08,5.516251535533291e-22
s4544,1.2541877851615138e-14,2.193262348335253e-08,2.7507628469367313e-22
s18178,2.2788689483502882e-14,2.9519402246789078e-08,6.727084915406936e-22
s12838,7.646381432615201e-15,6.689482655532488e-09,5.115033597106504e-23
s13462,1.0127014021115528e-14,3.668246998117533e-08,3.7148388782851204e-22
s10540,7.627030719919272e-15,7.084639875822467e-09,5.403476597246302e-23
s13989,8.777519033877204e-15,3.250952465471567e-08,2.8535297143906705e-22
s19042,8.673435939163564e-15,5.397032443273096e-08,4.68108151583166e-22
s2582,6.056068185201721e-15,3.653029254605823e-08,2.2122994248429484e-22
s1709,6.630892100157158e-15,1.5621598136198547e-08,1.0358513167314873e-22
s18926,9.508554381689813e-15,4.01174016420995e-08,3.814584951659953e-22
s1367,9.629655609136082e-15,2.2293312162721312e-08,2.146769185139709e-22
s14290,9.373948304713617e-15,1.240507224336273e-08,1.1628450592552e-22
s15166,1.1769571143840034e-14,2.7476269359538223e-08,3.2338390699439717e-22
s4797,9.49212947275148e-15,2.608015980612545e-08,2.4755625354979187e-22
s1391,8.863124178807905e-15,2.4332197624964304e-08,2.156592890933534e-22
s5881,7.336813540279938e-15,6.896803148971809e-09,5.0600558728021684e-23
s18024,9.299916532844686e-15,4.8239227994530865e-09,4.486207939580018e-23
s3241,1.0871702510584958e-14,2.995025989264627e-08,3.256103156675544e-22
s11127,2.4988750625573855e-14,1.544102520108834e-08,3.8585192815319787e-22
s9304,1.182629598770594e-14,2.684358982232474e-08,3.174602386113831e-22
s13457,2.3463651565372863e-14,4.4044736781178243e-08,1.0334503571221286e-21
s17051,1.468071234576923e-14,1.4468397959621859e-08,2.12406388549323e-22
s6710,9.210423081411664e-15,2.8324482608761045e-08,2.60880468388776e-22
s2452,8.906961097181931e-15,3.371176916220935e-08,3.002694164449762e-22
s19325,2.1778950097196618e-14,2.224562075376216e-08,4.844862642773475e-22
s53,1.900688569927022e-14,2.7144756083119605e-08,5.1593727620642435e-22
s1102,5.311201251085449e-15,2.957015618567661e-08,1.5705305052815773e-22
s15669,1.1964727269547724e-14,3.206311244854208e-08,3.8362639585964647e-22
s1931,6.369656334293375e-15,3.4368147079846346e-08,2.1891328574506963e-22
s16372,9.196904087348695e-15,2.1659306898758487e-08,1.9919856814633172e-22
s15177,5.1295353618603014e-15,2.4514044487872698e-08,1.2574565806275962e-22
s2176,3.18356418777518e-14,1.3455819485235744e-08,4.283746503036397e-22
s12093,1.1504498799820412e-14,3.074914294385848e-08,3.5375347809312618e-22
s11139,5.565189828660587e-15,3.6799095217329243e-08,2.0479395040739315e-22
s3483,9.303699010434715e-15,2.119727376513976e-08,1.9721305495264452e-22
s6065,6.311124273800636e-15,7.915659449631428e-09,4.995671049570829e-23
s13199,6.663849018968909e-15,2.1401887071560413e-08,1.4261894416590123e-22
s15742,8.50169050151725e-15,3.347895409518147e-08,2.8462770603173635e-22
s19333,8.74574784201421e-15,2.082672623498419e-08,1.8214529602583372e-22
s4948,1.3987326863216586e-14,2.1644457655837013e-08,3.0274810400924294e-22
s485,7.659246490974054e-15,1.9421104889102188e-08,1.48751029472695e-22
s9776,4.517771186773267e-15,1.954799559728652e-08,8.831337126859172e-23
s2976,7.563625847319733e-15,3.098273315949288e-08,2.3434180134575053e-22
s10344,1.270223798121405e-14,3.3366488762636754e-08,4.238290808605164e-22
s11262,8.465349809431585e-15,2.6959021469858483e-08,2.282175472623285e-22
s2426,1.6643845399657332e-14,1.8674472475468055e-08,3.1081503280184646e-22
s14297,1.4825779369566792e-14,2.6070404458553718e-08,3.865140645778878e-22
s9950,6.204685351922992e-15,1.995813501489123e-08,1.2383394797859698e-22
s9534,9.607157957963729e-15,2.4247719948471922e-08,2.329516756654379e-22
s5488,8.526749398124897e-15,2.3707207350970764e-08,2.021454160111121e-22
s17355,5.782394815027322e-15,1.4046590534943253e-08,8.122293227806772e-23
s16702,4.953860125148244e-15,2.9209765446856843e-08,1.447010923121171e-22
s5091,6.136910489262097e-15,1.718071624224886e-08,1.054365177200927e-22
s5867,8.041721863234155e-15,9.38158891033109e-09,7.544412865208462e-23
s6926,2.2243416858508136e-14,2.696628848451047e-08,5.99822395887754e-22
s13603,6.6569956811007796e-15,2.1531855781794434e-08,1.433374709454904e-22
s12895,6.52647035220373e-15,7.989316448750413e-09,5.214203693714316e-23
s6648,2.2975280747629697e-14,5.973049201066665e-08,1.372324823139119e-21
s17596,4.96591654064242e-15,1.9226480178769953e-08,9.547709593808734e-23
s19663,1.1296577555431313e-14,3.7387578565539317e-08,4.2235168087539628e-22
s16339,1.0869950379249943e-14,9.890233611634722e-09,1.0750634859765938e-22
s13016,4.776910591100652e-15,2.1120135030891917e-08,1.008889967145435e-22
s5304,9.677111332758377e-15,3.4896350073654394e-08,3.376958647696646e-22
s17244,1.1279843133266531e-14,4.581209349670573e-09,5.1675322824938045e-23
s7322,1.1644350455501231e-14,2.3626953042786674e-08,2.751205214258792e-22
s7249,1.0879961539937862e-14,1.6296628284087724e-08,1.77306688961538e-22
s6089,5.407265647692582e-15,4.962699281766715e-08,2.6834633346125805e-22
s4118,5.990362680105742e-15,7.679386784873925e-09,4.6002312002205984e-23
s5160,9.475208925517292e-15,4.9231453081787e-09,4.66478303656734e-23
s12825,4.528267241346345e-15,1.1087984635007357e-08,5.020935759525543e-23
s1637,6.963975990780676e-15,6.2828648739680536e-09,4.375372013563278e-23
s7381,1.1664931127770245e-14,3.27926529770069e-08,3.825240384736554e-22
s16977,8.740658981640271e-15,3.782017533761829e-08,3.305732552519632e-22
s12409,5.396208904023715e-15,8.78329417040557e-09,4.7396490209002124e-23
s5137,9.49846076674792e-15,5.49688428725014e-09,5.221193974179855e-23
s14486,6.526335300756158e-15,3.037522267834699e-08,1.9823888803402496e-22
s1849,8.564786959031063e-15,3.3810788396040574e-08,2.8958219952896706e-22
s646,4.564536174035393e-15,2.178709004283318e-08,9.944796062747837e-23
s12283,7.962862769276074e-15,1.7575727763203986e-08,1.3995310824854888e-22
s2223,1.2294059194442387e-14,3.21630517253682e-08,3.95414461785589e-22
s2232,5.456722281563438e-15,1.9016105276879602e-08,1.03765605372905e-22
s3574,4.777722026592116e-15,1.0179318394622397e-08,4.8633953709681716e-23
s4317,5.8749730115170706e-15,3.033187935245741e-08,1.7819897258427916e-22
s3799,1.5288208040291425e-14,1.878260469696501e-08,2.8715236814575595e-22
s6791,1.262403635187265e-14,1.1266864096426423e-08,1.4223330192489597e-22
s12436,4.599073844627121e-15,3.75822298664387e-08,1.7284345040150246e-22
s682,5.3434259298219565e-15,1.554099463515577e-08,8.304215370871526e-23
s15266,8.934143363801106e-15,3.039228247365097e-08,2.715290087727375e-22
s9260,5.560099608869943e-15,3.397715136680815e-08,1.8891634602510488e-22
s8241,1.0037929576298959e-14,5.253520029418385e-09,5.2734464082977787e-23
s153,1.3935232549481668e-14,3.556045550583858e-08,4.955432170393564e-22
s16833,5.847597955988266e-15,1.9815359925625195e-08,1.1587225819825768e-22
s16391,6.80859161919205e-15,2.1658094319417304e-08,1.4746111947085559e-22
s7655,2.8180154484438558e-14,3.30600682837013e-08,9.316378315007902e-22
s18801,7.389911591125062e-15,2.2255538616339473e-08,1.6446646278761848e-22
s9155,7.046289684534891e-15,7.777149688650267e-09,5.480004962622012e-23
s10147,1.855924677576819e-14,2.4352360477165894e-08,4.519614676681858e-22
s5263,6.3961894933053165e-15,3.8024268498259656e-08,2.4321042665918876e-22
s17607,5.167859056159377e-15,1.513875841443165e-08,7.823496977102958e-23
s1233,4.673462861208646e-15,4.6026605755895434e-08,2.151036326276694e-22
s437,8.677097387280867e-15,2.175183759824203e-08,1.8874281319226364e-22
s17667,1.2735804617153284e-14,4.5052812175863084e-08,5.737838133250967e-22
s6408,9.651211570093849e-15,3.6691564261917644e-08,3.5411804952946155e-22
s7794,5.371559327162368e-15,2.5339187507276087e-08,1.3611094899742501e-22
s2957,1.1557083821357473e-14,1.2138850563988478e-08,1.4028971346294727e-22
s14950,1.0486769452541368e-14,3.1177296182527405e-08,3.26949117219763e-22
s12486,4.716489808159253e-15,1.9435596334730576e-08,9.16677920282541e-23
s13743,1.0416487990100566e-14,2.180031032837761e-08,2.270826707160107e-22
s1408,5.726524067101369e-15,2.226934922445811e-08,1.2752596429254458e-22
s2338,6.5700080689547135e-15,2.1316270574080892e-08,1.400480696717334e-22
s16937,1.8307054327756443e-14,5.061662387572421e-08,9.26641283180497e-22
s3459,4.6065211406521856e-15,1.9472153215805132e-08,8.969888544262478e-23
s2559,1.1814523891529977e-14,2.7584406645111676e-08,3.2589663134235015e-22
s138,2.219017560542686e-14,1.993424240362448e-08,4.423443394975736e-22
s18305,1.2044455892827261e-14,2.7199781858831357e-08,3.2760657289321735e-22
s10363,9.126667380050009e-15,2.0224922591928278e-08,1.845861412837883e-22
s18734,1.33479343672247e-14,3.72417003541608e-08,4.970997720511872e-22
s19808,4.940327537582827e-15,1.9000102667995306e-08,9.386673042759815e-23
s757,1.277731981430754e-14,2.8896822995902227e-08,3.692239490360793e-22
s1985,1.7813850992752665e-14,4.7755708703626425e-08,8.507130788997026e-22
s11242,9.459493694360263e-15,1.556865244911135e-08,1.472715696720553e-22
s8592,8.084700860523161e-15,4.2395327497463355e-08,3.4275354070090323e-22
s7421,8.538381194732126e-15,4.2844860964548504e-08,3.6582575515061347e-22
s2068,8.611322287217553e-15,4.051314266135239e-08,3.4887172832492808e-22
s13930,7.469989155936196e-15,1.6387359726170714e-08,1.224133994489208e-22
s16269,7.62842153620445e-15,2.954492824783918e-08,2.253811669314316e-22
s8324,1.5536575725551663e-14,3.082032974014461e-08,4.788423868942288e-22
s9647,5.53267129529582e-15,1.4517564157284802e-08,8.032091049062507e-23
s16465,5.482607806908282e-15,1.0617819695608237e-08,5.821334115548624e-23
s1574,4.779352347529976e-15,1.1769369236802742e-08,5.624996249086027e-23
s9032,1.0654380593954316e-14,3.218947839119593e-08,3.429589539006697e-22
s18906,6.209272498573709e-15,1.6085482349994612e-08,9.987914318211435e-23
s2218,8.810049757483876e-15,2.252249155714754e-08,1.9842427128098034e-22
s16410,8.202944642003628e-15,1.723131345837927e-08,1.4134751040809724e-22
s7125,7.802141404063579e-15,5.954026837705596e-09,4.6454159311368565e-23
s14949,5.034941719975598e-15,1.557353875967113e-08,7.841186002872521e-23
s6144,6.04366618681884e-15,3.527425764280188e-08,2.1318583818093777e-22
s8487,1.060203219636816e-14,1.5568784434970847e-08,1.650607538378764e-22
s15437,1.9570188186818787e-14,4.054245769303484e-08,7.934235266088309e-22
s9355,1.0165387942315594e-14,4.719534651729416e-09,4.797590064203083e-23
s1253,1.105862929580617e-14,4.1347240489347874e-09,4.5724380497624544e-23
s1231,4.728860359498494e-15,2.929040923822051e-08,1.3851025516010946e-22
s8117,1.4542502820082835e-14,2.2050668695513397e-08,3.2067191168921586e-22
s18968,1.0952037866661611e-14,4.2387689456769605e-09,4.6423158001083383e-23
s4201,8.007043226017921e-15,3.0178218824695223e-08,2.416383026135624e-22
s12137,9.359613265587629e-15,2.7146424017995976e-08,2.5408003035210176e-22
s11077,4.909055918707639e-15,1.3627993348508176e-08,6.690058140760241e-23
s16636,9.53203217474807e-15,5.3994641190366436e-09,5.146786570905503e-23
s1960,2.1276200227922705e-14,3.781615127714703e-08,8.045840064219951e-22
s936,1.6400008758712036e-14,3.283484141198632e-08,5.384916867474963e-22
s10318,1.5725241367899926e-14,3.520285064595455e-08,5.535733232457671e-22
s12228,2.3821427167197452e-14,4.107076695643143e-08,9.78364283753571e-22
s15498,6.613788930875389e-15,6.708409844441516e-09,4.4368006772942786e-23
s19673,1.9531077758795796e-14,2.2242751914937755e-08,4.344249172202534e-22
s16437,5.5897137974007664e-15,4.6744714313345156e-08,2.6128957455286253e-22
